Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2022-06-13,129.52493286132812,132.78563754326257,129.09278784637604,130.49724415866797,122207100
2022-06-14,130.38919067382812,131.49901613498997,129.1320498799016,130.75259347181498,84784300
2022-06-15,133.01150512695312,134.88740024350506,129.79991106375064,131.8918636674431,91533000
2022-06-16,127.73741912841797,130.02581237807436,126.73562983340109,129.72135067721175,108123900
2022-06-17,129.2106170654297,130.70347730890373,127.49186832675026,127.747234873443,134520300
2022-06-21,133.4436798095703,134.61243163462674,130.93922874022462,131.03743398602646,81000500
2022-06-22,132.93296813964844,135.29991972582334,131.5186808102628,132.38295585554104,73409200
2022-06-23,135.80081176757812,136.11508949160935,133.20795685254018,134.37670851634957,72433800
2022-06-24,139.13026428222656,139.37579982628543,137.27401616859356,137.40168446081998,89116800
2022-06-27,139.13026428222656,140.92758626309347,138.45258378281605,140.1516855515393,70207900
2022-06-28,134.98562622070312,140.85883237422544,134.86777395244602,139.59187553155968,67083400
2022-06-29,136.74363708496094,138.15792407261875,134.2293557674798,135.00525640007206,66242400
2022-06-30,134.27847290039062,135.89900141660408,131.38115662088498,134.79900702917675,98964500
2022-07-01,136.44903564453125,136.5570719073547,133.23744080535928,133.61064472450096,71051600
2022-07-05,139.03204345703125,139.08115356288656,134.4847204054961,135.3097312194843,73353800
2022-07-06,140.36776733398438,141.54633502633234,138.56062920663072,138.82581180795694,74064300
2022-07-07,143.73654174804688,143.93296722465507,140.72135748073458,140.73117350935885,66253700
2022-07-08,144.4141845703125,144.91508669074653,142.41062104747897,142.66597262808202,64547800
2022-07-11,142.28297424316406,144.0213706040194,141.21244255201725,143.06869121316626,63141600
2022-07-12,143.25526428222656,145.79900902596674,142.4597314847581,143.1570440660671,77588800
2022-07-13,142.8918914794922,143.8347397140172,139.5820616716197,140.43653568039218,71185600
2022-07-14,145.81866455078125,146.29008864591398,140.69188068401962,141.50706056941064,78140700
2022-07-15,147.48829650878906,148.16597704358819,145.55347512166446,147.1052616395071,76259900
2022-07-18,144.4436798095703,148.86332029894717,144.08027695642463,148.04814036588357,81420900
2022-07-19,148.30345153808594,148.52934001645056,144.2864940964481,145.27845218517842,82982400
2022-07-20,150.30702209472656,150.97488652317665,147.6847044563416,148.42131103969578,64823400
2022-07-21,152.57579040527344,152.79186287917176,149.22668204614965,151.74096357554814,65086600
2022-07-22,151.33828735351562,153.48918116011728,150.67043785379852,152.61507520531072,66675400
2022-07-25,150.2186737060547,152.27134767920083,149.5606401112027,151.25974222884446,53623900
2022-07-26,148.8927764892578,150.3561589035467,148.10705966352916,149.54097900815464,55138700
2022-07-27,153.99008178710938,154.52044701167125,149.44277321253915,149.85527117258624,78620700
2022-07-28,154.54010009765625,154.8249147765774,151.6525992780924,154.1766972484503,81378700
2022-07-29,159.60794067382812,160.70795024668809,156.6516977293032,158.3606307359644,101786900
2022-08-01,158.6257781982422,160.66863573230555,158.01685484186865,158.13470710792794,67829400
2022-08-02,157.15257263183594,159.50972297268584,156.77936877558471,157.24097682201486,59907000
2022-08-03,163.16329956054688,163.61507661089456,157.87936937014717,157.96775857743674,82507500
2022-08-04,162.8489990234375,164.20436008201335,161.49363796486168,163.0454244700845,55474100
2022-08-05,162.622802734375,163.1145559751719,160.31155649978248,160.51809946404907,56697000
2022-08-08,162.1507110595703,165.04222255656555,161.49176350864772,163.62597080235415,60276900
2022-08-09,162.19989013671875,163.08505499075815,160.55743608300256,161.31474028979756,63135500
2022-08-10,166.4486541748047,166.54699582568117,164.14723743893427,164.91437134851807,70170500
2022-08-11,165.71102905273438,168.16979550252623,165.41597407733548,167.25512657950156,57149200
2022-08-12,169.261474609375,169.33031226065586,166.60599505436244,167.0190809905204,68039400
2022-08-15,170.33346557617188,170.53016384292243,168.52381751068145,168.6910117877752,54091700
2022-08-16,170.17613220214844,170.84492444042124,168.82873307006977,169.93025557179138,56377100
2022-08-17,171.67105102539062,173.24465231523857,169.72371248841205,169.9204107737534,79542000
2022-08-18,171.27761840820312,172.01524814296215,170.26460810636993,170.88422188584445,62290100
2022-08-19,168.6910400390625,170.8744256820194,168.48449706975865,170.1761294599256,70346300
2022-08-22,164.80618286132812,167.05840602639253,164.38326728455968,166.89121173091766,69026800
2022-08-23,164.4718017578125,165.92740230652828,163.90136613852434,164.32428177313432,54147100
2022-08-24,164.76686096191406,165.33729659583858,163.50797370329437,164.56033297806545,53841500
2022-08-25,167.22560119628906,167.33378750652878,165.57331755675585,165.9962181286182,51218200
2022-08-26,160.92132568359375,168.2287866440609,160.8623176958489,167.75670773498427,78961000
2022-08-29,158.71827697753906,160.21319598841637,157.18400930436007,158.49205968709833,73314000
2022-08-30,156.28903198242188,159.8788249449609,155.11865676791015,159.45592432505862,77906200
2022-08-31,154.62686157226562,157.9314433381074,154.54817926746995,157.66589243531146,87991100
2022-09-01,155.3546905517578,155.8070951296429,152.11894582091065,154.05645479166745,74229900
2022-09-02,153.24012756347656,157.71508462008887,152.41398580114964,157.11514512449315,76957800
2022-09-06,151.98126220703125,154.49903651153815,151.15512032719968,153.88926726791752,73714800
2022-09-07,153.38766479492188,154.0859459351541,151.07641875135508,152.26646809885722,87449600
2022-09-08,151.9123992919922,153.78105537712216,150.1617441609201,152.08942323375317,84923800
2022-09-09,154.77439880371094,155.21698869351633,152.19761681404773,152.90574262919617,68028800
2022-09-12,160.73446655273438,161.5507787814024,156.672594749297,156.95780504262976,104956000
2022-09-13,151.30264282226562,157.89213365235918,150.84039354694787,157.26269006575274,122656600
2022-09-14,152.74838256835938,154.50886749732993,151.07642462426648,152.23695501832623,87965400
2022-09-15,149.85687255859375,152.67954626691656,148.88321078041434,152.09926605765543,90481100
2022-09-16,148.2144012451172,148.85368936524756,145.92282969048466,148.71599907903905,162278800
2022-09-19,151.93209838867188,152.01078071909163,146.6408429802446,146.84737096636638,81474200
2022-09-20,154.31216430664062,155.4727097837978,150.5551772691551,150.86989154639073,107689800
2022-09-21,151.1846160888672,156.121822780707,151.06660011449515,154.74490471552286,101696800
2022-09-22,150.22080993652344,151.9222722255848,148.42099098039108,149.86674694503643,86652500
2022-09-23,147.94886779785156,148.97172290795524,146.10971554201328,148.69634230303134,96029900
2022-09-26,148.2832794189453,151.2337989231627,147.1719122700789,147.19158660210013,93339400
2022-09-27,149.25694274902344,152.16812862553914,147.47679836474876,150.22078993520137,84442700
2022-09-28,147.36862182617188,148.1554300888231,142.451088943501,145.20491035922058,146691400
2022-09-29,140.12998962402344,144.30006222073425,138.3596750779143,143.69029304650877,128138200
2022-09-30,135.92059326171875,140.739784043771,135.72389496609006,138.9497950371784,124925300
2022-10-03,140.10047912597656,140.71026327900083,135.4189942166646,135.93042173003832,114311700
2022-10-04,143.69029235839844,143.80830832520158,141.88062916042142,142.6379332973476,87830100
2022-10-05,143.98536682128906,144.94921413848994,140.65127989511333,141.69380954476654,79471000
2022-10-06,143.03134155273438,145.1065408456924,142.8248135939426,143.40507882099124,68402200
2022-10-07,137.7794189453125,140.73978304959337,137.1499753994762,140.18900681575843,85925600
2022-10-10,138.10397338867188,139.5497290653031,136.28449546728626,138.10397338867188,74899000
2022-10-11,136.687744140625,139.01866500579177,135.9402845213117,137.5925684188842,77033700
2022-10-12,136.0583038330078,138.04499143111343,135.88127984271256,136.8352824760686,70433700
2022-10-13,140.63160705566406,141.22170198168052,132.1537703856876,132.76355465182596,113224000
2022-10-14,136.09762573242188,142.1363546632189,135.9107571080086,141.92981170804703,88598000
2022-10-17,140.0611572265625,140.5430657827838,137.95645402263972,138.7432621845146,85250900
2022-10-18,141.37905883789062,144.2804000004446,138.2908490399077,143.0903655439518,99136600
2022-10-19,141.4872283935547,142.5592467457927,139.1661527370201,139.35302135031444,61758300
2022-10-20,141.02499389648438,143.4837601022304,140.29719369702107,140.6611013003117,64522000
2022-10-21,144.84100341796875,145.41143897685419,140.29719327846567,140.51356590449524,86548600
2022-10-24,146.9850311279297,147.75216493318766,143.5919369881937,144.76231202642796,75981900
2022-10-25,149.82736206054688,149.97489702549265,146.89651717711538,147.61447265041116,74732300
2022-10-26,146.88670349121094,149.48316008121265,145.598297355203,148.4701495749658,88194300
2022-10-27,142.4117431640625,146.5916457586151,141.75279561471663,145.62781359762897,109180200
2022-10-28,153.1713104248047,154.90227649289278,145.3819406077306,145.75566287950778,164762400
2022-10-31,150.81089782714844,151.6960627678098,149.41432026169932,150.63387384328797,97943200
2022-11-01,148.16526794433594,152.88610277414685,146.67034867047332,152.52221012298716,80379300
2022-11-02,142.63790893554688,149.66014289619363,142.6084049488852,146.4932515995182,93604600
2022-11-03,136.58937072753906,140.44471393264007,136.4615100959827,139.71691380956625,97918500
2022-11-04,136.32339477539062,140.5496299805745,132.38284296255216,139.97824816387146,140814800
2022-11-07,136.85537719726562,137.08195474161485,133.65367850914586,135.0722797176196,83374600
2022-11-08,137.42672729492188,139.32803609159419,135.44660566800263,138.32320632796907,89908500
2022-11-09,132.8655548095703,136.49087039963513,132.58971737719733,136.44161049413725,74917800
2022-11-10,144.6871795654297,144.6871795654297,137.4267190059668,139.14086413842483,118854000
2022-11-11,147.47515869140625,147.7805490726991,142.2243712372686,143.6528333928847,93979700
2022-11-14,146.0762481689453,148.04652398997993,145.23887493220099,146.7559957323241,73374100
2022-11-15,147.81011962890625,151.3073630256227,146.3521193934581,149.95772858664796,89868300
2022-11-16,146.5786590576172,147.642609775535,145.100952232511,146.91361736230309,64218300
2022-11-17,148.47999572753906,149.22869517163417,143.9779079987764,144.25374542723313,80389400
2022-11-18,149.04151916503906,150.4305673318375,147.74114484123723,150.0463641188946,74829600
2022-11-21,145.81028747558594,148.13521403601513,145.52460403537026,147.9283434491039,58724100
2022-11-22,147.94801330566406,148.1844518302865,144.7463148991296,145.92849249022925,51804100
2022-11-23,148.82481384277344,149.5735133563615,147.1205141770319,147.22887996484198,58301400
2022-11-25,145.90879821777344,146.66735873059727,144.93350612985708,146.1058228227629,35195900
2022-11-28,142.07659912109375,144.46063120272478,141.24908683464577,142.9829242489195,69246000
2022-11-29,139.07191467285156,142.6578160052338,138.26410941652946,142.14554009146167,83763800
2022-11-30,145.82998657226562,146.50973424229787,138.46115805437884,139.29851639049443,111380900
2022-12-01,146.10580444335938,146.9136247638141,144.43107296360157,146.00729966926298,71250400
2022-12-02,145.61325073242188,145.80042936443078,143.48534896644694,143.79075438457457,65447400
2022-12-05,144.45074462890625,148.67697871469352,143.6035256122672,145.57380099682237,68826400
2022-12-06,140.78607177734375,145.11082689130228,139.81077976944414,144.8842493657544,64727200
2022-12-07,138.84535217285156,141.23923029830829,137.91932004741116,140.07677467327488,69721100
2022-12-08,140.52992248535156,141.38700272319693,139.00297068921475,140.24423909407787,62128300
2022-12-09,140.0471954345703,143.40651899251785,138.8059121667718,140.2245130259643,76097000
2022-12-12,142.3425750732422,142.352421040337,138.96354439037955,140.5791698825673,70462700
2022-12-13,143.30804443359375,147.7411660018872,142.09632874722436,147.2781498799709,93886200
2022-12-14,141.08164978027344,144.48037360107043,139.06211344176572,143.1898449500677,82291200
2022-12-15,134.47134399414062,139.69257867211073,134.00832790749715,139.01283101163355,98931900
2022-12-16,132.51087951660156,135.6042115944849,131.74247323835098,134.65848772833485,160156900
2022-12-19,130.40267944335938,133.19062108581718,129.36829682919725,133.10196229580487,79592600
2022-12-20,130.333740234375,131.2696181831246,127.95955441414964,129.43726118544186,77432800
2022-12-21,133.43692016601562,134.77670825725167,130.77705094971176,131.00362844860888,85928000
2022-12-22,130.26475524902344,132.5601279183043,128.3634466831434,132.35325741702633,77852100
2022-12-23,129.90029907226562,130.4519739547497,127.71329147955147,128.974266934376,63814900
2022-12-27,128.0974884033203,129.45698360544398,126.80696007412172,129.42743066905106,69007800
2022-12-28,124.16678619384766,129.08262238361158,123.99931454878694,127.74283419111387,85438400
2022-12-29,127.68374633789062,128.54081165179434,125.83168946503402,126.08781995267968,75703700
2022-12-30,127.9990005493164,128.01870752250238,125.53616253764258,126.50160129153744,77034200
2023-01-03,123.21121215820312,128.95456111650307,122.3245864348614,128.34378035287284,112117500
2023-01-04,124.48202514648438,126.74784531380757,123.22104984209798,125.00414702883133,89113600
2023-01-05,123.16194915771484,125.87107865122056,122.9058186898535,125.24059093401247,80962700
2023-01-06,127.69356536865234,128.35360593496887,123.03386747187416,124.13722458745222,87754700
2023-01-09,128.21571350097656,131.4272732222333,127.95958301489433,128.53096489801374,70790800
2023-01-10,128.78707885742188,129.30920076375085,126.21586822934367,128.32406282244906,63896200
2023-01-11,131.50607299804688,131.52576493439358,128.52110615216108,129.29935853420528,69458900
2023-01-12,131.42726135253906,132.26461961526783,129.48653833184324,131.89027740511193,71379600
2023-01-13,132.7572021484375,132.91482784880117,129.70328312196565,130.06777940104425,57809700
2023-01-17,133.91964721679688,135.24957434953774,132.1365500404185,132.82614355724837,63646600
2023-01-18,133.20050048828125,136.54996329562516,133.0231678517452,134.7865730896908,69672800
2023-01-19,133.25961303710938,134.22504400705918,131.78190613060963,132.08729648616435,58280400
2023-01-20,135.8209686279297,135.9687483442848,132.22522101014553,133.26946486486585,80223600
2023-01-23,139.01280212402344,141.1899633789221,135.85050302260262,136.06723455139834,81760300
2023-01-24,140.41171264648438,141.03235437334166,138.21485919822922,138.22470516633354,66435100
2023-01-25,139.75167846679688,140.31319931491353,136.74700453490559,138.7960933961296,65799300
2023-01-26,141.8204803466797,142.10616376720364,139.79108333600698,141.04221286895242,54105100
2023-01-27,143.76116943359375,145.04185173584784,140.95353538112576,141.03234821855804,70555800
2023-01-30,140.87472534179688,143.38683009380475,140.7269606636837,142.8056023172103,64015300
2023-01-31,142.1455535888672,142.19481349464007,140.16543164570373,140.57918779657314,65874500
2023-02-01,143.26861572265625,144.43108640849707,139.21971287170524,141.83032262446247,77663600
2023-02-02,148.5785369873047,148.93317227622254,145.96791197621397,146.6870585876551,118339000
2023-02-03,152.20379638671875,155.04099817815143,145.63292879315281,145.82995335488886,154357300
2023-02-06,149.4749755859375,150.82462478693864,148.53909754834626,150.30250288074524,69858300
2023-02-07,152.35159301757812,152.92297488891165,148.40119485902974,148.40119485902974,83322600
2023-02-08,149.6621551513672,152.28262569889247,148.9233016908853,151.5930321421785,64120100
2023-02-09,148.62777709960938,152.036361465456,148.18446797066764,151.49453251585427,56007100
2023-02-10,148.99281311035156,149.3184067990407,147.22673043469464,147.46352995054943,57450700
2023-02-13,151.79490661621094,152.1994184714387,148.90403717735236,148.9336352385894,62199000
2023-02-14,151.15359497070312,151.71598829923826,148.84485563822165,150.08801949687324,61707600
2023-02-15,153.255126953125,153.4228543120151,150.83785669682248,151.06478017591323,65573800
2023-02-16,151.65676879882812,154.24176636818623,151.3015770289575,151.4594283283723,68167900
2023-02-17,150.5122528076172,150.95623873407766,148.83496427712012,150.314927401964,59144100
2023-02-21,146.4966278076172,149.27896600318738,146.42757068306315,148.1936535747809,58867200
2023-02-22,146.92086791992188,147.94696900428042,145.19424437189434,146.88139380804506,51011300
2023-02-23,147.40432739257812,148.33177339849212,145.27319184522457,148.08511286734324,48394200
2023-02-24,144.75025939941406,145.22384336023686,143.77347836618958,145.14491019093927,55469600
2023-02-27,145.94410705566406,147.1774097603546,145.48038403430326,145.73692063205627,44998500
2023-02-28,145.44090270996094,147.08859306462728,144.8686485359811,145.08571098317904,50547000
2023-03-01,143.36895751953125,145.26330849706878,143.0729618860178,144.86865768902635,55479000
2023-03-02,143.96096801757812,144.7502847940671,141.97780754659183,142.4514066454644,52238100
2023-03-03,149.0125732421875,149.09150642636217,145.36200004016092,146.06250758539213,70732300
2023-03-06,151.77516174316406,154.21216902598104,151.41010897005816,151.7356876269036,87558000
2023-03-07,149.57498168945312,151.97251529995512,149.11125859479384,151.64692152785602,56182000
2023-03-08,150.82797241210938,151.41996369175047,149.80187125635692,150.768776295138,47204800
2023-03-09,148.5784149169922,152.47564779944702,148.22322319539091,151.50874285646216,53833600
2023-03-10,146.516357421875,148.92376664622063,145.63824652167983,148.20352210122027,68572400
2023-03-13,148.46005249023438,151.09438534791173,145.72704939093524,145.83558063473313,84457100
2023-03-14,150.55172729492188,151.35090505544113,148.0949978910982,149.25922844223368,73695900
2023-03-15,150.94639587402344,151.2029174267054,147.91739708809698,149.17043689978033,77167900
2023-03-16,153.76817321777344,154.3700254849667,149.6144034630521,150.127461556798,76161100
2023-03-17,152.92950439453125,154.64626683139153,152.21912097617263,153.99507952206918,98944600
2023-03-20,155.29747009277344,155.7118730486912,152.09088307007352,152.99860710640667,73641400
2023-03-21,157.15234375,157.2707359778321,154.44893912645242,155.21853377224946,73938300
2023-03-22,155.7217254638672,159.97415053377057,155.7019884063488,157.17209056471103,75701800
2023-03-23,156.80702209472656,159.39203464017027,155.57371946683134,156.70836691747317,67622100
2023-03-24,158.10940551757812,158.19819969843707,155.74147036488569,156.73797352277555,59196500
2023-03-27,156.16571044921875,158.62245469903792,155.76118357485748,157.8035399490982,52390300
2023-03-28,155.5441131591797,156.3729039229444,153.8964227422894,155.85984584155918,45992200
2023-03-29,158.62246704101562,158.89872564622954,157.2214369560123,157.24115895998125,51305700
2023-03-30,160.1912078857422,160.2997391161816,159.11577163727372,159.37229315696538,49501700
2023-03-31,162.69729614257812,162.7959663866168,159.74724553838644,160.27016471086742,68749800
2023-04-03,163.9503173828125,164.06870961825848,162.02636828199599,162.07570339841976,56976200
2023-04-04,163.4175567626953,164.61138542575975,162.9044985896194,164.37460092662135,46278300
2023-04-05,161.57249450683594,162.84527116493152,159.6386845457234,162.53941454235493,51511700
2023-04-06,162.4604949951172,162.75649064193277,159.83602334429725,160.26027222926052,45390100
2023-04-10,159.8656463623047,159.8656463623047,157.94169694007527,159.26379397330305,47716900
2023-04-11,158.65203857421875,160.191197704471,158.36590395989919,160.18133670413533,47644200
2023-04-12,157.96141052246094,159.89522066020655,157.64567781550258,159.06644488688698,50133100
2023-04-13,163.3484649658203,163.58526449148977,159.26376724154565,159.47096870837692,68445600
2023-04-14,163.00314331054688,164.0983166124722,161.63171143290737,162.39141498863978,49386500
2023-04-17,163.0228729248047,163.1807392768596,161.83890539432053,162.8847436304976,41516200
